id,ekegusii,kiswahili,english,source,source_url,source_type
11,"Omonto ochenegete abuuche ribu ri’eng’ombe eria, erio ariumore isiko y’egetwori, aase achenire. Ribu erio rigachwe agwo ase engencho y’omoganda bw’Abaisraeli ase ogokorerwa emeremo y’ogochena amache akonyororokigwa ase okorusia ebibe.",,"""A man who is clean shall gather up the ashes of the heifer and put them in a ceremonially clean place outside the camp. They shall be kept by the Israelite community for use in the water of cleansing; it is for purification from sin.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
12,"""A new command I give you: Love one another. As I have loved you, so you must love one another.",,"Ogochika okoyia nabaeire nakwo oko, mwanchane. Buna nabanchete inwe, nainwe mwanchane boigo.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
13,"“Omokuani tabaisa gwesoyia ase ogotacheneka ase ogokuna egetondo ki’omonto okure. Nare ne ribaga gwesoyia ase ogotacheneka ase abanto aba: ise, na ng’ina, na omwana oye, omomura gose omoiseke, na momura omwabo, na moiseke omwabo oyotaraba nomosacha.",,"""'A priest must not defile himself by going near a dead person; however, if the dead person was his father or mother, son or daughter, brother or unmarried sister, then he may defile himself.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
14,"Omonene bw’Emeganda nigo agoteba iga: “Omwana nigo asigete ise, na omosomba osigete omonene oye. Onye inche inde iso, amasikani aino asende, ng’ai are? Na onye inde omonene, okonyiroka kwaino, ng’ai kore? Inwe abakuani nigo mochayete erieta riane, naende nigo mokoboria: Nase enchera ki tochayete erieta riao?",,"""A son honors his father, and a servant his master. If I am a father, where is the honor due me? If I am a master, where is the respect due me?"" says the LORD Almighty. ""It is you, O priests, who show contempt for my name. ""But you ask, 'How have we shown contempt for your name?'",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
15,"“Omworokigwa tari omonene kobua omworokia oye, gose omosomba tari omonene kobua omonene oye.",,"""A student is not above his teacher, nor a servant above his master.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
16,"“Omonene nigo agoteba iga: Omoro obe igoro ase Abakalidayo, na igoro ase abanto bamenyete Babeli, na igoro ase abanene b’oboruoti obwo, na igoro ase abanto abang’aini b’ense eyio!",,"""A sword against the Babylonians!"" declares the LORD-- ""against those who live in Babylon and against her officials and wise men!",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
17,"“Ensemo ya ikomi y’okwama kwa mogondo, kerabe endagera gose amatunda, ebio nebi’Omonene, ebio nebichenu ase Omonene.",,"""'A tithe of everything from the land, whether grain from the soil or fruit from the trees, belongs to the LORD; it is holy to the LORD.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
18,"Barabwo nigo bagoteba, “Noborwaire boramoite bwamonyorire, takoboka naende korwa ase araire.”",,"""A vile disease has beset him; he will never get up from the place where he lies.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
19,"“Eriogi riaigurwe Rama, okorera na okweumia. Raeli nkoreera are abana baye, tancheti akirigwe, ekiagera tibaiyo.”",,"""A voice is heard in Ramah, weeping and great mourning, Rachel weeping for her children and refusing to be comforted, because they are no more.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
20,"eriogi ri’oyogoaka egeturi ase erooro: Roisia enchera y’Omonene, rongeyia oboeto bwaye!”",,"""a voice of one calling in the desert, 'Prepare the way for the Lord, make straight paths for him.'""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
21,"“Ring’ana ndire rianchicherete bobisi, nigo nariigwete rikomonyerera.",,"""A word was secretly brought to me, my ears caught a whisper of it.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
22,"Ritang’ani arue eeri ebe ekeng’wanso ase ogokora okobwatanigwa asere omonyene, na ase abanto b’enka yaye, erinde baaberwe.",,"""Aaron is to offer the bull for his own sin offering to make atonement for himself and his household.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
23,"Kera emambia ekero Haroni akoroisia chitaya nabe ogosambera agwo ubani egotioka buya,",,"""Aaron must burn fragrant incense on the altar every morning when he tends the lamps.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
24,"“Naboigo Haroni arente eeri eria ebe ekeng’wanso ki’ebibe biaye, akore okobwatanigwa asere omonyene, na ase abanto b’enka yaye, anyenye eeri eria.",,"""Aaron shall bring the bull for his own sin offering to make atonement for himself and his household, and he is to slaughter the bull for his own sin offering.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
25,"“Haroni nakwe, asangererekane amo nabanto baye. Ere tagosoa ase ense eria naeire Abaisraeli, ekiagera inwe babere mwasaretie, timwanyigwera buna nabachigete agwo ase amache a Meriba.",,"""Aaron will be gathered to his people. He will not enter the land I give the Israelites, because both of you rebelled against my command at the waters of Meribah.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
26,"“Chianga chiria chinchenu chia Haroni nigo chiraegwe ab’ororeria rwaye nyuma gakure, bachieboyie ekero bagochia goakwa amaguta na gwatananwa.",,"""Aaron's sacred garments will belong to his descendants so that they can be anointed and ordained in them.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
27,"Agateba, “Abba!” Engencho yaye “Tata”, “Onsi nigo akonyarekana asore, onduserie egekombe eke, korende tari buna nyanchete inche, korende buna bwanchete aye.”",,"""Abba, Father,"" he said, ""everything is possible for you. Take this cup from me. Yet not what I will, but what you will.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
28,"“Erio ekero nare kogenda, konaikire ang’e na Damesiki, ekero kia mobaso gati mobosokano amasase akarwa igoro akambarera chinsemo chionsi.",,"""About noon as I came near Damascus, suddenly a bright light from heaven flashed around me.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
29,"""About the third hour he went out and saw others standing in the marketplace doing nothing.",,"Agasoka chinsa isato, akarora abande bateneine echiiro, batari nemeremo,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
30,"Elisha akamotebia, “Ase engaki buna eye iga, ase omwaka ogocha, nobe kobwate omwana omoisia omoagate.” Omokungu oria akamoiraneria, “Yaya, omonene one, omonto o Nyasae, tobaisa kong’aina inche omosomba oo.”",,"""About this time next year,"" Elisha said, ""you will hold a son in your arms."" ""No, my lord,"" she objected. ""Don't mislead your servant, O man of God!""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
31,"“Ankio engaki buna eye ninkorentere omonto korwa ase orogongo rwa Benjamin, naye omoake amaguta, erinde abe omonene igoro y’abanto baane Abaisraeli. Nere oratoorie abanto baane korwa ase amaboko ’Abafilisti, ekiagera narorire emechando y’abanto baane, na ekerero kiabo giaikire asende.”",,"""About this time tomorrow I will send you a man from the land of Benjamin. Anoint him leader over my people Israel; he will deliver my people from the hand of the Philistines. I have looked upon my people, for their cry has reached me.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
32,"Bakamoiraneria, “Tata oito nere Ibrahimu.” Yeso akabatebia, “Onye nabana ba Ibrahimu mware, anga mwakora emeremo ya Ibrahimu.",,"""Abraham is our father,"" they answered. ""If you were Abraham's children,"" said Jesus, ""then you would do the things Abraham did.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
33,Ibrahimu akabora: Mbare na Musa na ababani; tiga baigwere barabwo.,,"""Abraham replied, 'They have Moses and the Prophets; let them listen to them.'",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
34,"“Ancha oire ebiegwa ebio korwa asebare, erinde bikorerwe emeremo agwo ase Eema y’Omosangererekano. Obie Abalawi, kera omonto anyore buna emeremo yaye ere.”",,"""Accept these from them, that they may be used in the work at the Tent of Meeting. Give them to the Levites as each man's work requires.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
35,"Omoruoti agatebia abanto baria, “Inche omoruoti Ahaswero natoma abasomba baria baane, nabachika barente Vasti eting’ana asende, korende ere bwanga koigwera ogochika okwo. Inee! Ngento ki agwenerete akorerwe kobwatekana nogochika?”",,"""According to law, what must be done to Queen Vashti?"" he asked. ""She has not obeyed the command of King Xerxes that the eunuchs have taken to her.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
36,"Petero akamotebia, “Ainea, Yesu Kristo okogwenirie; imoka bware oborere bwao!” Erio kegima akaimoka.",,"""Aeneas,"" Peter said to him, ""Jesus Christ heals you. Get up and take care of your mat."" Immediately Aeneas got up.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
37,"Nyuma y’amatuko amange omonene bw’abasomba baria agacha, akarigia gokora omobaro nabarabwo.",,"""After a long time the master of those servants returned and settled accounts with them.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
38,"Ekero engaki eraike, abanto barabe bakomanora na koimoka korwa ase ebitwori, na ekero Haroni na abamura baye bakoorire gotuba Eema y’Omosangererekano, amo nebinto bionsi bireo, Abakohati bachiche babogorie ebinto ebi ebichenu, korende tibabikuna. Baise kobikuna, nigo barakwe. “Emeremo y’okobogoria ebinto ebio bi’Eema y’Omosangererekano nigo erabe ey’Abakohati.",,"""After Aaron and his sons have finished covering the holy furnishings and all the holy articles, and when the camp is ready to move, the Kohathites are to come to do the carrying. But they must not touch the holy things or they will die. The Kohathites are to carry those things that are in the Tent of Meeting.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
39,"Bono yaetire emiaka etai meke ngacha ndetere abanto b’egesaku kiane ebiegwa, naende indue chisadaka.",,"""After an absence of several years, I came to Jerusalem to bring my people gifts for the poor and to present offerings.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
40,"“Ekero emiaka emerongo ene yachia koera, omomalaika akamoorokera ase ogwoka kw’omorero ase egetutu aaria erooro y’egetunwa gia Sinai.",,"""After forty years had passed, an angel appeared to Moses in the flames of a burning bush in the desert near Mount Sinai.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
41,"“Nyuma konaeire Baruku, mosinto o Neria, okobwatana koria gw’okogorana kw’oboremo ngasaba Omonene nkabora:",,"""After I had given the deed of purchase to Baruch son of Neriah, I prayed to the LORD:",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
42,"Ekero Yakobo asoete Misiri, na Abamisiri bakabachanda, chisokoro chiaino chikarera ase Omonene ng’a achikonye, na Omonene agatoma Musa na Haroni. Barabwo bakabang’anyia korwa Misiri, bakabarenta bamenye ase ense eye.",,"""After Jacob entered Egypt, they cried to the LORD for help, and the LORD sent Moses and Aaron, who brought your forefathers out of Egypt and settled them in this place.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
43,"Nyuma y’ayio nogende gochia ekegoro kia Nyasae agwo Gibea, ase egetwori ki’Abafilisti kere. Agwo ase egesoero ki’omochie noumerane nekeombe ki’ababani bagotirimboka korwa ase ekegoro aase agwo ebing’wanso bikoruerwa, babe bakobugia amakano ne chikonu, na ebiroria, na amakano ’ebirigisa. Barabwo mbabe bakobaboka ase okobana.",,"""After that you will go to Gibeah of God, where there is a Philistine outpost. As you approach the town, you will meet a procession of prophets coming down from the high place with lyres, tambourines, flutes and harps being played before them, and they will be prophesying.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
44,"“Nyuma y’ayio nkarora eng’iti ende yagwekaine engo, korende ase omogongo oye nigo yabwate chimbaba inye buna echie chinyoni. Eng’iti eyio nigo yabwate emetwe ene; nero ekaegwa okobua gw’okogamba.",,"""After that, I looked, and there before me was another beast, one that looked like a leopard. And on its back it had four wings like those of a bird. This beast had four heads, and it was given authority to rule.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
45,"“Naende nkarora ase amaroro aria a botuko eng’iti ya kane. Nigo yarenge ey’okoondokia na koirokia, boigo nigo yarenge ne chinguru chinyinge. Nigo yabwate amaino amanene ay’ebioma; ekaria na kobutorana, na eke yatigaretie ekagetindachera inse namagoro aye. Eyio nigo yarenge nogwatananekana korwa ase ching’iti chiria chiayetang’anerete; ero nigo yabwate chingunchara ikomi.",,"""After that, in my vision at night I looked, and there before me was a fourth beast-- terrifying and frightening and very powerful. It had large iron teeth; it crushed and devoured its victims and trampled underfoot whatever was left. It was different from all the former beasts, and it had ten horns.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
46,"Nyuma yaye Abalawi goika babeke amaboko abo igoro ase emetwe ye chieri chiria, naye orusie eeri eyemo ebe ekeng’wanso ki’ebibe, na eyende ebe ekeng’wanso ki’ogosambwa asende inche Omonene, na igo okore okobwatanigwa ase Abalawi.",,"""After the Levites lay their hands on the heads of the bulls, use the one for a sin offering to the LORD and the other for a burnt offering, to make atonement for the Levites.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
47,"“Ekero Omonene aragoikie ase ense ya Kanani, buna akorierete eira, aye amo ne chisokoro chiao, na akoyee,",,"""After the LORD brings you into the land of the Canaanites and gives it to you, as he promised on oath to you and your forefathers,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
48,"“Nyuma, ekero Omwerwa oria akoorire gokigita etukia yaye, omokuani aimokie rireko ri’emingichi riaiyekirwe, na korwa ase egetonga arusie omogati oyomo otabekiri memera, na omogati oyomo omoo otabekiri memera, ayebeke ase amaboko ’Omwerwa oria.",,"""'After the Nazirite has shaved off the hair of his dedication, the priest is to place in his hands a boiled shoulder of the ram, and a cake and a wafer from the basket, both made without yeast.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
49,"“Nyuma ase aya ning’irane, ning’agache naende obomenyo bwa Daudi, boria bwagwete. Ning’agache naende aase agwo atagogete, nimbotenenie,",,"""'After this I will return and rebuild David's fallen tent. Its ruins I will rebuild, and I will restore it,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
50,"Ekero orabe gwakoorire korara engaki eyio, naende orarere orobega rwao rw’okorio, na obe kobogoretie obobe bw’Abayuda. Nagochikeire amatuko emerongo ene, rituko erimo ndibe buna omwaka oyomo.",,"""After you have finished this, lie down again, this time on your right side, and bear the sin of the house of Judah. I have assigned you 40 days, a day for each year.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
51,"Ekero kwabachenire na kobaatanana babe buna ekeng’wanso ki’ogosungusigwa, barabwo basoe ase Eema y’Omosangererekano babe bagokora emeremo aroro.",,"""After you have purified the Levites and presented them as a wave offering, they are to come to do their work at the Tent of Meeting.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
52,"Korwa nyuma yao oboruoti bonde bore oboke ase obwao mbooroke, na nyuma y’oboruoti obwo, obonde bwa gatato bore obw’etaai mbooroke, na borobwo mbogambere ense yonsi.",,"""After you, another kingdom will rise, inferior to yours. Next, a third kingdom, one of bronze, will rule over the whole earth.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
53,"“Naende nabatebirie: Onye babere asemore bagwancherana ase ense igoro ya ing’ana rinde rionsi barasabe, inabakorerwe rirorio na Tata one ore igoro.",,"""Again, I tell you that if two of you on earth agree about anything you ask for, it will be done for you by my Father in heaven.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
54,"“Igo enga buna omonto ore kogenda orogendo, akarangeria abasomba baye, akabeka enibo yaye asebare.",,"""Again, it will be like a man going on a journey, who called his servants and entrusted his property to them.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
55,"“Naende oboruoti bwa igoro mbogwekanirie nomonto omoonchoreria, okorigia chiruru chingiya.",,"""Again, the kingdom of heaven is like a merchant looking for fine pearls.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
56,"“Naende omonyaboronge karaonchoke atige oboronge bwaye na akore ebibe, inche nimobekere ekegocha ase enchera yaye goika akwe. Onye tikwamokurerete, ere nakwe ase engencho y’ebibe biaye, na ogokora kwaye kw’oboronge akorete ritang’ani tigokoinyorwa, korende amanyinga aye ninyaganie korwa ase okoboko kwao.",,"""Again, when a righteous man turns from his righteousness and does evil, and I put a stumbling block before him, he will die. Since you did not warn him, he will die for his sin. The righteous things he did will not be remembered, and I will hold you accountable for his blood.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
57,"“Naende mwaigwete ng’a abanto ba kare mbatebetigwe: Totiana bosa, korende oikeranerie Omonene chimuma chiao.",,"""Again, you have heard that it was said to the people long ago, 'Do not break your oath, but keep the oaths you have made to the Lord.'",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
58,"Ning’o aye omoruoti bw’Abaisraeli gwachicheire? Ning’o okobwatia? Inee! Nesese ekwete okobwatia, gose nensona.",,"""Against whom has the king of Israel come out? Whom are you pursuing? A dead dog? A flea?",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
59,"Labani agancha amang’ana ayio, agateba, “Tiga abe buna gwatebire.”",,"""Agreed,"" said Laban. ""Let it be as you have said.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
60,"Ere akabairaneria, “Abe buna mwateba.” Akabatiga bakagenda. Erio agasiba engori eria embariri ase ekebao keria.",,"""Agreed,"" she replied. ""Let it be as you say."" So she sent them away and they departed. And she tied the scarlet cord in the window.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
61,"Bakamotebia, “Ee bono, titokogoita, nigo toragosibe rioka, erio tokobeke ase amaboko ’Abafilisti.” Ase ayio bakamosiba ne chingori ibere chinyia, erio bakamorusia korwa ase egetare keria.",,"""Agreed,"" they answered. ""We will only tie you up and hand you over to them. We will not kill you."" So they bound him with two new ropes and led him up from the rock.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
62,"Aye Omonene Nyasae! Naye gwatongete igoro chionsi, na ense, ase okobua kwao na ase okoboko kwao koramboire. Tikeri nonya negento ekemo kegosinyete.",,"""Ah, Sovereign LORD, you have made the heavens and the earth by your great power and outstretched arm. Nothing is too hard for you.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
63,"Erio nkamoiraneria, “Oo! Omonene Nyasae! Inche tinkomanya gokwana, ekiagera inde omwana omoke.”",,"""Ah, Sovereign LORD,"" I said, ""I do not know how to speak; I am only a child.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
64,"Aye omoyio o birende bw’Omonene, ngoika ririri orabe kogendererete otari gotoerera? Irana ime ase ekegocho kiao, okire na gotimoka.",,"""'Ah, sword of the LORD,' [you cry,] 'how long till you rest? Return to your scabbard; cease and be still.'",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
65,"“Ebitongwa ebisinini bionsi bire moyo bire ne chimbaba na amagoro ane, ebio mbibe okogechia asemore.",,"""'All flying insects that walk on all fours are to be detestable to you.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
66,"Na bono, onde bwensi ore asemore oitire omonto, na onde bwensi okunire egetondo, goika abeere isiko y’egetwori ase engaki y’amatuko atano na abere. Ase rituko ria gatato, naende ase rituko ria gatano na kabere, mwechene inwe abanyene, amo nabooswa baino.",,"""All of you who have killed anyone or touched anyone who was killed must stay outside the camp seven days. On the third and seventh days you must purify yourselves and your captives.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
67,"""All our enemies have opened their mouths wide against us.",,“Ababisa baito bonsi baasamirie emenwa yabo gotosekerera.,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
68,"“Omonto onde bwensi, abe omosacha gose omokungu, oragende ase omoruoti ase egoora ime atarangeiri, goika aitwe akwe. Okwo nogochika. Abasomba bonsi b’omoruoti na abanto bonsi be chingongo chi’oboruoti mbamanyete amang’ana ayio. Enchera neyemo yoka ogotooreka: erarente onye omoruoti abe okomworotera enyimbo yaye y’oboruoti eroisirie korwa ase etahabu, ebe ekemanyererio ng’a rirorio natigwe abe moyo. Korende bono tindarangerigwa kogenda ase omoruoti ase engaki y’amatuko emerongo etato.”",,"""All the king's officials and the people of the royal provinces know that for any man or woman who approaches the king in the inner court without being summoned the king has but one law: that he be put to death. The only exception to this is for the king to extend the gold scepter to him and spare his life. But thirty days have passed since I was called to go to the king.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
69,"“Abagambi bonsi ba sugusu nao bakare amo n’Abasidoni bonsi; bonsi bagendire gochia ase abwo baitetwe nemioro. Ase engencho y’obwoba barentete ekero barenge nokobua, bono babeire nobosooku. Nigo baraire batarogeti amo na baria baitetwe nemioro; nigo babogoretie obosooku bwabo bare ase egati y’abwo bagendete ase chimbeera.",,"""All the princes of the north and all the Sidonians are there; they went down with the slain in disgrace despite the terror caused by their power. They lie uncircumcised with those killed by the sword and bear their shame with those who go down to the pit.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
70,"Akabora, “Ayio onsi ninyabwatete korwa obwana bwane.”",,"""All these I have kept since I was a boy,"" he said.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
71,"Omomura oria akamotebia, “Ayio onsi nayabwatire; ing’ana ki rimochete?”",,"""All these I have kept,"" the young man said. ""What do I still lack?""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
