id,ekegusii,kiswahili,english,source,source_url,source_type,audit_flag
17929,of Bebai 628,,"aba orwa Bebai: amagana atano na rimo, na emerongo ebere, na batano na batato (628);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.14
17933,of Bezai 323,,"aba orwa Besai: amagana atato, na emerongo ebere, na batato (323);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.18
17934,of Bezai 324,,"aba orwa Besai: amagana atato, na emerongo ebere, na bane (324);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.19
17935,"of Bigvai 2,056",,"aba orwa Bigiwai: chilifu ibere, na emerongo etano, na batano nomo (2,056);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.20
17936,"of Bigvai 2,067",,"aba orwa Bigiwai: chilifu ibere, na emerongo etano nomo, na batano na babere (2,067);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.18
17938,of Binnui 648,,"aba orwa Binui: amagana atano na rimo, na emerongo ene, na batano na batato (648);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.16
17953,"of Elam 1,254",,"aba orwa Elamu: elifu eyemo, na amagana abere, na emerongo etano, na bane (1,254);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.16
17954,"of Elam 1,254",,"aba orw’Elamu: elifu eyemo, na amagana abere, na emerongo etano na bane (1,254);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.16
17961,"abanto ba Harimu: amagana atato, na emerongo ebere (320);",,of Harim 320,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.75
17964,of Hashum 223,,"aba orwa Hasumu: amagana abere, na emerongo ebere, na batato (223);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.19
17965,of Hashum 328,,"aba orwa Hasumu: amagana atato, na emerongo ebere, na batano na batato (328);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.17
17970,"abanto ba Yeriko: amagana atato, na emerongo ene, na batano (345);",,of Jericho 345,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.71
17977,"abanto ba Magibisi: rigana erimo, na emerongo etano, na batano nomo (156);",,of Magbish 156,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_5.29
17979,"abanto ba Mikimasi: rigana erimo, na emerongo ebere, na babere (122);",,of Micmash 122,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.93
17980,"abanto ba Mikimasi: rigana erimo, na emerongo ebere, na babere (122):",,of Micmash 122,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.93
17982,"abanto ba Nebo: emerongo etano, na babere (52);",,of Nebo 52,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.70
17987,"of Pashhur 1,247",,"aba orwa Pasuri: elifu eyemo, na amagana abere, na emerongo ene, na batano na babere (1,247);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.17
17988,"of Pashhur 1,247",,"Aba orwa Pasuri: elifu eyemo, na amagana abere, na emerongo ene, na batano na babere (1,247);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.17
17991,"abanto ba Sanaa: chilifu isato, na amagana atano na rimo, na emerongo etato (3,630).",,"of Senaah 3,630",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_5.60
17992,"abanto ba Senaa: chilifu isato, na amagana kianda, na emerongo etato (3,930).",,"of Senaah 3,930",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_5.13
18027,of Zaccai 760,,"aba orwa Sakai: amagana atano na abere, na emerongo etano nomo (760);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.19
18028,of Zattu 845,,"aba orwa Satu: amagana atano na atato, na emerongo ene, na batano (845);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.17
18029,of Zattu 945,,"aba orwa Satu: amagana kianda, na emerongo ene, na batano (945);",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_0.19
23150,"na oyio o kabere akamotwara, na ere agakwa, tatiga bana;",,The second,KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_5.60
23284,"Ororeria rwa Palu n’Eliabu amo nabana baye: Nemweli, na Datani, na Abiiramu. (Aba nabwo Datani na Abiiramu bachoretwe korwa ase omoganda. Barabwo bakaamererania na Musa na Haroni, bakaba ase ekeombe gia Kora, ekero baamereranetie n’Omonene.",,"The son of Pallu was Eliab,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_8.89
25644,"Naende mbabwate chibarasi amagana atano na abere, na emerongo etato, na isano nemo (736), ne chiyombo amagana abere, na emerongo ene, na isano (245),",,"There were 736 horses, 245 mules,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.52
26379,"Naende mbabwate chibarasi amagana atano na abere, na emerongo etato, na isano nemo (736), ne chiyombo amagana abere, na emerongo ene na isano (245),",,"They had 736 horses, 245 mules,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research,length_ratio_mismatch_4.77
31199,"Egesicha Lotus ya Boindi Lotus ya Boindi (Nelumbo nucifera) nigo ere ekemeri ki’amache ekiya mono n’amato machani agocheng’enena ase amache. Amaoga amabariri agotoka ase amatina amanetu agotira chisentimita chinyinge igoro y’amache. Amaoga a Lotus ya boindi igo akoirwa buna amachenu mono ekiagere agotumeka na chibuddhist ekero ki’emeyega y’ogosasima. Ekemeri ekegima nigo kere ekiya ase okoria;korende chintetere n’emerio nigo chikoriegwa mono ase maate ya moino ya Asia. Lotus ya boindi nigo ere ekemeri gekwama ase amache buna lily y’amache. Tari bokong’e kwamia ekemeri eke ase amachiko aito; etakeire omanye naki. Kwamia Lotus ya Boindi, ensemo enkong’u ya isiko nigo egosigikigwa ne risakara rikwara. Eye egwanchera amache aeta raisi naende onye tagoeta bo, ntetere tekomera. Korende, ekero ebekire ime y’amache, neire emiake mekeigo entetere emanye gokina. Chintetere chikwama mono chia Lotus ya Boindi Naki okomanya ekero gwasigikiri entetere yaisaneire? Omonto nabo akomanya ekero entetere yamerire ekero yabekirwe amche ime. Entetere eise gokina ebe kabere buna yare ase chinsa 24, togenderera gosigiki. Onye teraba bo, ogenderere gosigiki, irania entetere ase amache ime ase chinsa 24 chikobwatia, origererie buna eng’ani. Ogenderere bo goika entetere ebe kabere. Entetere eganetie amache oka… Ekero gwakorire gosigiki, ineka entetere ase echuba ebwate amache. Riberera riganerreiri asr amache ribe 27°C goika 28°C(nonye naende nabo ekomenta ase amache are riberera 20°C). ase riberera eri, chintetere echikomera bwanko chiakina ase echuma. Rora echibicha ase http://www.victoria-adventure.org/…om_seed.html Bwanko buna rito ritangani rikooroka, simeka entetere ekinete ase esike gose omochanga inse y’echuba. Amache agwenererete goika chisentimita 30 igoro y’omochanga. Nabo orabeke chinswe amo na lotus ya Boindi. Ng’ora ng’ora, buna ekemeri kegokina, netake ribaga rinene. Nabo ogosimeka ase egesima ase egeticha, enyomba machani, gose ande onsi ase bokendu bonene botaiyo. Riberera rironge ri’ogosimeka lotus ya Boibdi igo ere gati ya 20°C na 35°C. Ase eanga yaito, riberera ria inse erire mono korende ekemeri eke nabo gekwama bokong’u botaiyo. Ekero ki’omogaso nabo okoenia Lotus ya Boindi gochia egesima gia isiko, ekero ki’obokendu goika egachu nyomba. Ekero amang’ana abeire bobe mono, nabo ekong’anyigwa gochia ase abwate omoika bw’amache buna lily y’mache. Enchera endonke yokwami lotus ya Boindi n’ogotumia amagena akobwata kende korwa chirita chia amache 60 gose 80 chikoonogwa chiyuro 10 kera eyemo. Tumia enchera eyebeka chintetere chimerete ime y’esike ase gose omochanga ime y’enyongo y’amaoga omanye kobeka enyongo ime y’amagena. Konyora okwama okuya, ichoria amagena ayio n’amache. Obuya bw’ogotumia amache nigo bore buna nabo okobeka ase egeticha ekero ki’obokendu gose nyomba mwao. Onye gokobeka nyomba, mbuya ekero obegete ang’e n’etirisa koenekia buna Lotus ya Boindi nkonyora ere omogaso omonge. Ekero ko’omogaso nabo okobeka ase ensemo ya maate nyomba gose geticha. Buna oroche Lotus ya Boindi nabo egosimekwa raisi- nonye nyomba ime. ««« Previous article: Omogati bw’amatunda Artocarpus odoratissimus, Marang Next article: Gosimwka korwa chintetere chia amaembe »»»",,"Boindi Lotus Flower The Boindi Lotus (Nelumbo nucifera) is a beautiful aquatic plant that grows in muddy waters. The flowers are usually pink or white and can be up to two meters tall. Boindi lotus flowers are often grown in ponds and lakes and are considered sacred in Buddhism due to their symbolism of purity. This plant originates from Asia and has been cultivated for centuries. The Boindi lotus is also known as a water lily. It's not clear whether this plant is native to our region; it seems to have been introduced recently. The cultivation of the Boindi Lotus flower, including its economic value, is supported by various research studies. It provides food for animals and humans alike, and its roots are edible. Moreover, the plant purifies the water, making it a valuable addition to the ecosystem. More about the Boindi Lotus Do you know how to propagate this plant successfully? Many people don't know how to properly care for plants that have been planted in water. This type of plant requires special attention, especially during the first 24 hours, to ensure successful growth. If you haven't done so already, monitor the plant closely within the first 24 hours, and observe how it adapts. Monitor it regularly to maintain its health. This plant needs water… To grow well, the plant needs consistent moisture, meaning the water level should always be maintained. Maintain a temperature between 27°C and 28°C (even though some can tolerate temperatures around 20°C). At lower temperatures, the plant may grow slowly or become dormant. Refer to https://www.victoria-adventure.org/...om_seed.html for more information. Also, use fertile soil rich in organic matter, mixing it with sand to improve drainage. The soil should be at least 30 centimeters deep. Don't mix it with fertilizer intended for the Boindi lotus. Generally, when the plant matures, it develops large leaves. Also, provide adequate sunlight, nutrients, and space for it to thrive. Maintain a temperature range of 20°C to 35°C for optimal growth of the Boindi lotus. In terms of irrigation, regular watering is essential, and the plant thrives best in consistently moist conditions. This plant is also valued for its ecological benefits, contributing to environmental conservation, and its aesthetic appeal, resembling a water lily. To encourage healthy growth of the Boindi lotus, use fertilizers containing nitrogen, phosphorus, and potassium, applying approximately 60 to 80 grams per square meter every ten days. Use fertilizer that dissolves easily in water and mix it thoroughly with the soil before adding it to the pond. Avoid over-fertilizing, which can harm the plant. The frequency of fertilization depends on the plant's condition and nutrient requirements. However, ensure that the Boindi lotus receives sufficient nutrients throughout its growing season. This plant also requires proper maintenance, including removing dead leaves and controlling pests. “““ Previous article: The fruit of Jackfruit Artocarpus odoratissimus, Marang Next article: Growing seeds of mangoes ”””",FineTranslations (Common Crawl / RMS Radio),http://www.botanix.kpr.eu/guz/index.php?text=2-lotus-ya-boindi-nelumbo-nucifera,news,html_or_url_in_text
